1.000000 493.500000
9.000000 493.500000


1.000000 238.000000
9.000000 493.500000


1.000000 493.500000
9.000000 238.000000


1.000000 238.000000
9.000000 238.000000


1.000000 749.000000
9.000000 238.000000


1.000000 493.500000
9.000000 493.500000


1.000000 749.000000
9.000000 493.500000


1.000000 621.250000
9.000000 238.000000


1.000000 749.000000
9.000000 110.250000


1.000000 621.250000
9.000000 110.250000


1.000000 749.000000
9.000000 238.000000


1.000000 621.250000
9.000000 365.750000


1.000000 749.000000
9.000000 365.750000


1.000000 557.375000
9.000000 238.000000


1.000000 621.250000
9.000000 174.125000


1.000000 557.375000
9.000000 174.125000


1.000000 685.125000
9.000000 238.000000


1.000000 621.250000
9.000000 301.875000


1.000000 685.125000
9.000000 301.875000


1.000000 589.312500
9.000000 238.000000


1.000000 621.250000
9.000000 206.062500


1.000000 589.312500
9.000000 206.062500


1.000000 653.187500
9.000000 238.000000


1.000000 621.250000
9.000000 269.937500


1.000000 653.187500
9.000000 269.937500


1.000000 637.218750
9.000000 238.000000


1.000000 653.187500
9.000000 222.031250


1.000000 637.218750
9.000000 222.031250


1.000000 669.156250
9.000000 222.031250


1.000000 653.187500
9.000000 238.000000


1.000000 669.156250
9.000000 238.000000


1.000000 645.203125
9.000000 222.031250


1.000000 653.187500
9.000000 214.046875


1.000000 645.203125
9.000000 214.046875


1.000000 661.171875
9.000000 214.046875


1.000000 653.187500
9.000000 222.031250


1.000000 661.171875
9.000000 222.031250


1.000000 649.195312
9.000000 214.046875


1.000000 653.187500
9.000000 210.054688


1.000000 649.195312
9.000000 210.054688


1.000000 657.179688
9.000000 214.046875


1.000000 653.187500
9.000000 218.039062


1.000000 657.179688
9.000000 218.039062


1.000000 651.191406
9.000000 214.046875


1.000000 653.187500
9.000000 212.050781


1.000000 651.191406
9.000000 212.050781


1.000000 655.183594
9.000000 214.046875


1.000000 653.187500
9.000000 216.042969


1.000000 655.183594
9.000000 216.042969


